#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#||||||||||||
||||||||||||
trees|lib_materials:dirt_black_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|chestnut_01;chestnut_02;chestnut_03||||||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|plant_weed|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|ash_01;ash_02||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|chestnut_01;chestnut_02;chestnut_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.001|temperate_humid|lowland|shelf|lavender||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|yew_01;yew_02;yew_03||||||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|plant_weed|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|ash_01;ash_02||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|pine_01;pine_02;pine_03||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|grass_1;grass_2;grass_3;grass_4;grass_5||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|pine_01;pine_02;pine_03||||||
plants|lib_materials:dirt_sandy_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|grass_1;grass_2;grass_3;grass_4;grass_5||||||
plants|lib_materials:dirt_sandy_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|shrub_lush_01;shrub_lush_02||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|ash_01;ash_02||||||
trees|lib_materials:dirt_silty_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_silty_with_grass_temperate_humid|0.004|temperate_humid|lowland|shelf|chestnut_american_01;chestnut_american_02;chestnut_american_03||||||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.001|temperate_humid|lowland|shelf|plant_nettle_nettle|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|larch_01;larch_02;larch_03||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|sequoia_01;sequoia_02;sequoia_03||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.001|temperate_humid|lowland|shelf|sequoia_giant_01;sequoia_giant_02;sequoia_giant_03;sequoia_giant_04||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|sequoia_01;sequoia_02;sequoia_03||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|larch_01;larch_02;larch_03||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|lowland|shelf|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|temperate_humid|lowland|shelf|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
#HIGHLAND||||||||||||
plants|lib_materials:dirt_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|shrub_lush_01;shrub_lush_02|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|plant_weed|nil|nil|nil|||
#||||||||||||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.001|temperate_humid|shelf|highland|shrub_hog_peanut|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_03|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_large|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_tree_small|nil|nil|nil|||
plants|lib_materials:dirt_black_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.001|temperate_humid|shelf|highland|lavender||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_brown_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_03|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_large|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_tree_small|nil|nil|nil|||
plants|lib_materials:dirt_brown_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_humid|0.004|temperate_humid|shelf|highland|pine_01;pine_02;pine_03||||||
#||||||||||||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.001|temperate_humid|shelf|highland|plant_nettle_nettle|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_03|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_broadleaf_fern2|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_large|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_humid|0.08|temperate_humid|shelf|highland|fern_tree_small|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|shelf|highland|larch_01;larch_02;larch_03||||||
trees|lib_materials:dirt_black_with_litter_coniferous|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_black_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|shelf|highland|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_brown_with_litter_coniferous|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_brown_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|shelf|highland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_clayey_with_litter_coniferous|0.004|temperate_humid|shelf|highland|pine_01;pine_02;pine_03||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_clayey_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|shelf|highland|fir_coast_01;fir_coast_02||||||
trees|lib_materials:dirt_sandy_with_litter_coniferous|0.004|temperate_humid|shelf|highland|pine_01;pine_02;pine_03||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_sandy_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|shelf|highland|conifers_01;conifers_02;conifers_03;conifers_04;conifers_05;conifers_06;conifers_07||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|shelf|highland|larch_01;larch_02;larch_03||||||
trees|lib_materials:dirt_silty_with_litter_coniferous|0.004|temperate_humid|shelf|highland|spruce_01;spruce_02;spruce_03;spruce_04||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_large_1;fern_large_2;fern_large_3||||||
plants|lib_materials:dirt_silty_with_litter_coniferous|0.08|temperate_humid|shelf|highland|fern_small_1;fern_small_2;fern_small_3||||||
#||||||||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#TEMPERATE SEMIHUMID||||||||||||
#OCEAN||||||||||||
#||||||||||||
#BEACH||||||||||||
plants|lib_materials:sand_beach|0.05|temperate_semihumid_beach|1|4|grass_marram_1;grass_marram_2;grass_marram_3|nil|nil|nil|||
#||||||||||||
#COASTAL||||||||||||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous|nil|nil|nil|||
#||||||||||||
schem|lib_materials:dirt_black_with_grass_temperate_semihumid|0.002|temperate_semihumid|beach|coastal|schem_bush_hawthorne||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|ash_01;ash_02||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|maple_01;maple_02||||||
plants|lib_materials:dirt_black_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous||||||
plants|lib_materials:dirt_black_with_grass_temperate_semihumid|0.001|temperate_semihumid|beach|coastal|plant_nettle_cleavers||||||
#||||||||||||
schem|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.002|temperate_semihumid|beach|coastal|schem_bush_hawthorne||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|ash_01;ash_02||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|cherry||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|cherry_blossom||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|maple_01;maple_02||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|oak_red_01;oak_red_02;oak_red_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|oak_white_01;oak_white_02;oak_white_03||||||
plants|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous||||||
plants|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.001|temperate_semihumid|beach|coastal|plant_nettle_cleavers|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|ash_01;ash_02||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|pine_01;pine_02;pine_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|oak_red_01;oak_red_02;oak_red_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|oak_white_01;oak_white_02;oak_white_03||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|pine_01;pine_02;pine_03||||||
plants|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous||||||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|maple_01;maple_02||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|beach|coastal|willow_01;willow_02;willow_03||||||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.06|temperate_semihumid|beach|coastal|shrub_deciduous||||||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.001|temperate_semihumid|beach|coastal|plant_arrow_arum|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.001|temperate_semihumid|beach|coastal|plant_nettle_cleavers|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.001|temperate_semihumid|beach|coastal|plant_nettle_nettle|nil|nil|nil|||
#||||||||||||
#LOWLAND||||||||||||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|shrub_deciduous|nil|nil|nil|||
#||||||||||||
schem|lib_materials:dirt_black_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|lowland|schem_bush_hawthorne||||||
schem|lib_materials:dirt_black_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|lowland|schem_bush_rhodedendron||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|ash_01;ash_02||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|chestnut_01;chestnut_02;chestnut_03||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|yew_01;yew_02;yew_03||||||
plants|lib_materials:dirt_black_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|shrub_deciduous||||||
plants|lib_materials:dirt_black_with_grass_temperate_semihumid|0.001|temperate_semihumid|coastal|lowland|plant_nettle_cleavers||||||
#||||||||||||
schem|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|lowland|schem_bush_hawthorne||||||
schem|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.002|temperate_semihumid|coastal|lowland|schem_bush_rhodedendron||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|cherry||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|cherry_blossom||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|chestnut_01;chestnut_02;chestnut_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|clementine||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_red_01;oak_red_02;oak_red_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_white_01;oak_white_02;oak_white_03||||||
trees|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|yew_01;yew_02;yew_03||||||
plants|lib_materials:dirt_brown_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_red_01;oak_red_02;oak_red_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_white_01;oak_white_02;oak_white_03||||||
trees|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|yew_01;yew_02;yew_03||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5||||||
plants|lib_materials:dirt_clayey_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|shrub_deciduous||||||
#||||||||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_01;oak_02;oak_03||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_red_01;oak_red_02;oak_red_03||||||
trees|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|oak_white_01;oak_white_02;oak_white_03||||||
plants|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|grass_1;grass_2;grass_3;grass_4;grass_5||||||
plants|lib_materials:dirt_sandy_with_grass_temperate_semihumid|0.06|temperate_semihumid|coastal|lowland|shrub_deciduous|nil|nil|nil|||
#||||||||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|ash_01;ash_02||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|chestnut_01;chestnut_02;chestnut_03||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|maple_01;maple_02||||||
trees|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.003|temperate_semihumid|coastal|lowland|yew_01;yew_02;yew_03||||||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.001|temperate_semihumid|coastal|lowland|plant_nettle_cleavers|nil|nil|nil|||
plants|lib_materials:dirt_silty_with_grass_temperate_semihumid|0.001|temperate_semihumid|coastal|lowland|plant_nettle_nettle|nil|nil|nil|||
#||||||||||||
#SHELF||||||||||||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|lowland|shelf|grass_1;grass_2;grass_3;grass_4;grass_5|nil|nil|nil|||
plants|lib_materials:dirt_with_grass_temperate_semihumid|0.06|temperate_semihumid|lowland|shelf|shrub_deciduous_forest|nil|nil|nil|||
#||||||||||||
schem|lib_materials:dirt_black_with_grass_temperate_semihumid|0.002|temperate_semihumid|lowland|shelf|schem_bush_hawthorne||||||
schem|lib_materials:dirt_black_with_grass_temperate_semihumid|0.002|temperate_semihumid|lowland|shelf|schem_bush_rhodedendron||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|ash_01;ash_02||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|beech_01;beech_02;beech_03||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|cherry||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|cherry_blossom||||||
trees|lib_materials:dirt_black_with_grass_temperate_semihumid|0.003|temperate_semihumid|lowland|shelf|chestnut_01;chestnut_02;chestnut_03||||||
