#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace|
#BUSHES, SHRUBS|||||||||||||||||||||||||||||||||||||||||||||||||||||
shrub_dry|Shrub - Dry|||lib_ecology_shrub_dry.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_fiery|Shrub - Fiery|||lib_ecology_shrub_fiery.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_hog_peanut|Shrub - Hog Peanut|||lib_ecology_shrub_hog_peanut.png||||mesh|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3||shrub.obj|||||||TRUE||||||
shrub_jungle|Shrub - Jungle|||lib_ecology_shrub_jungle.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_lush_01|Shrub - Lush 01|||lib_ecology_shrub_lush_01.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_lush_02|Shrub - Lush 02|||lib_ecology_shrub_lush_02.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_scorched|Shrub - Scorched|||lib_ecology_shrub_scorched.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_snowy|Shrub - Snowy|||lib_ecology_shrub_snowy.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
shrub_taiga|Shrub - Taiga|||lib_ecology_shrub_taiga.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
#ROCKS, CAVE, OTHER|||||||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks1||||default_desert_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks2||||default_sandstone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks3||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks4||||default_desert_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks5||||default_sandstone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#small_rocks6||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalactite||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalactite_mossy||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalactite_slimy||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalagmite||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalagmite_mossy||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stalagmite_slimy||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stone_ladder||||stone_ladder.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stone_with_algae||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stone_with_lichen||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stone_with_moss||||default_stone.png|||||||||||||||||||||||||||||||||||||||||||||||||
#stone_with_salt||||caverealms_salty2.png|||||||||||||||||||||||||||||||||||||||||||||||||
#thin_ice||||caverealms_thin_ice.png|||||||||||||||||||||||||||||||||||||||||||||||||
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Special_Tiles|Inv_Image|Wield_Image|Draw_Type|Vis_Scale|Wld_Scale|Param_Type|ParamType2|Place_Param2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Floodable|Waving|Use_Alpha|Sun_Prop|Liquid_Point|Damage_Per_Second|Grnd_Cnt|Leg_wall|MaxLight|Grow|Eat|Groups|Max_Drops|Drops|Sounds|Dig_Predict|Place_Predict|NodeBox|SelBox|ColBox|Mesh|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|OnConstruct|OnTimer|TimerTrig|TimerAct|AfterPlace|OnPlace|
#TREES|||||||||||||||||||||||||||||||||||||||||||||||||||||
tree_acacia_leaves|Acacia Leaves|||lib_ecology_tree_acacia_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_acacia_sapling|Acacia Sapling|||lib_ecology_tree_acacia_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves||||-0.25,-0.5,-0.25,0.25,0.4375,0.25|||||||||||||||
tree_acacia_trunk|Acacia Trunk|||lib_ecology_tree_acacia_trunk_top.png,lib_ecology_tree_acacia_trunk_top.png,lib_ecology_tree_acacia_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_acacia_trunk_allface_side|Acacia Block Side|||lib_ecology_tree_acacia_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_acacia_trunk_allface_top|Acacia Block Top|||lib_ecology_tree_acacia_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_acacia_wood|Acacia Wood|||lib_ecology_tree_acacia_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_apple_leaves|Apple Leaves|||lib_ecology_tree_apple_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_apple_sapling|Apple Sapling|||lib_ecology_tree_apple_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_apple_trunk|Apple Trunk|||lib_ecology_tree_apple_trunk_top.png,lib_ecology_tree_apple_trunk_top.png,lib_ecology_tree_apple_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_apple_trunk_allface_side|Apple Block Side|||lib_ecology_tree_apple_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_apple_trunk_allface_top|Apple Block Top|||lib_ecology_tree_apple_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_apple_wood|Apple Wood|||lib_ecology_tree_apple_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_ash_leaves|Ash Leaves|||lib_ecology_tree_ash_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_ash_sapling|Ash Sapling|||lib_ecology_tree_ash_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_ash_trunk|Ash Trunk|||lib_ecology_tree_ash_trunk_top.png,lib_ecology_tree_ash_trunk_top.png,lib_ecology_tree_ash_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_ash_trunk_allface_side|Ash Block Side|||lib_ecology_tree_ash_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_ash_trunk_allface_top|Ash Block Top|||lib_ecology_tree_ash_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_ash_wood|Ash Wood|||lib_ecology_tree_ash_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_aspen_leaves|Aspen Leaves|||lib_ecology_tree_aspen_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_aspen_sapling|Aspen Sapling|||lib_ecology_tree_aspen_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_aspen_trunk|Aspen Trunk|||lib_ecology_tree_aspen_trunk_top.png,lib_ecology_tree_aspen_trunk_top.png,lib_ecology_tree_aspen_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_aspen_trunk_allface_side|Aspen Block Side|||lib_ecology_tree_aspen_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_aspen_trunk_allface_top|Aspen Block Top|||lib_ecology_tree_aspen_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_aspen_wood|Aspen Wood|||lib_ecology_tree_aspen_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_bamboo_01_leaves|Bamboo 01 Leaves|||lib_ecology_tree_bamboo_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_bamboo_01_sapling|Bamboo 01 Sapling|||lib_ecology_tree_bamboo_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_bamboo_01_trunk|Bamboo 01 Trunk|||lib_ecology_tree_bamboo_01_trunk.png^[transformR90^lib_ecology_tree_bamboo_01_trunk.png,lib_ecology_tree_bamboo_01_trunk.png^[transformR90^lib_ecology_tree_bamboo_01_trunk.png,lib_ecology_tree_bamboo_01_trunk.png,lib_ecology_tree_bamboo_01_trunk.png^[transformFX,lib_ecology_tree_bamboo_01_trunk.png^[transformFX,lib_ecology_tree_bamboo_01_trunk.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.1875,-0.5,-0.1875,0.25,0.5,0.25;-0.25,0.3125,-0.0625,-0.1875,0.4375,0.125;-0.0625,0.3125,-0.25,0.125,0.4375,-0.1875;0.25,0.125,-0.0625,0.3125,0.4375,0.125;-0.0625,0.125,0.25,0.125,0.4375,0.3125;-0.25,-0.4375,-0.0625,-0.1875,-0.3125,0.125;-0.0625,-0.4375,-0.25,0.125,-0.3125,-0.1875;-0.375,-0.375,-0.0625,-0.25,-0.3125,0.125;-0.0625,-0.375,-0.375,0.125,-0.3125,-0.25;0.3125,0.1875,-0.0625,0.375,0.25,0.125;0.375,0.25,-0.0625,0.4375,0.3125,0.125;-0.0625,0.1875,0.3125,0.125,0.25,0.375;-0.0625,0.25,0.375,0.125,0.3125,0.4375||||||||||||||||
tree_bamboo_01_wood|Bamboo 01 Wood|||lib_ecology_tree_bamboo_01_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_bamboo_02_leaves|Bamboo 02 Leaves|||lib_ecology_tree_bamboo_02_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_bamboo_02_sapling|Bamboo 02 Sapling|||lib_ecology_tree_bamboo_02_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_bamboo_02_trunk|Bamboo 02 Trunk|||lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk.png||||nodebox|||light|facedir|||TRUE||||||||TRUE|||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.1875,-0.5,-0.1875,0.1875,0.5,0.1875;-0.5,-0.5,0,0.5,0.5,0;0.00470524,-0.5,-0.5,0.00470524,0.5,0.5||||||||||||||||
tree_bamboo_02_trunk_with_leaves|Bamboo 02 Trunk with Leaves|||lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk.png||||nodebox|||light|facedir|||TRUE||||||||TRUE|||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.1875,-0.5,-0.1875,0.1875,0.5,0.1875;-0.5,-0.5,0,0.5,0.5,0;0.00470524,-0.5,-0.5,0.00470524,0.5,0.5||||||||||||||||
tree_bamboo_02_wood|Bamboo 02 Wood|||lib_ecology_tree_bamboo_02_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||-0.1875,-0.5,-0.1875,0.1875,0.5,0.1875;-0.5,-0.5,0,0.5,0.5,0;0.00470524,-0.5,-0.5,0.00470524,0.5,0.5||||||||||||||||
tree_bamboo_small|Small Bamboo|||lib_ecology_plant_bamboo_small.png||||plantlike|1|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
tree_bamboo_small_top|Small Bamboo Top|||lib_ecology_plant_bamboo_small_top.png||||plantlike|2|0.5,0.5,0.5|light||||FALSE||||FALSE|TRUE|1||TRUE|||FALSE|||||snappy 3,oddly_breakable_by_hand 1,flammable 1,leaves 1,attached_node 1,flora 1,lib_ecology_plant 1|||leaves||||-0.3,-0.5,-0.3,0.3,0,0.3|||||||||||||||
tree_bamboo_with_leaves|Bamboo with Leaves|||lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk_top.png,lib_ecology_tree_bamboo_02_trunk.png^lib_ecology_tree_bamboo_02_trunk.png||||nodebox|||light|facedir|||TRUE||||||||TRUE|||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_banana_01_leaves|Banana 01 Leaves|||lib_ecology_tree_banana_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_banana_01_sapling|Banana 01 Sapling|||lib_ecology_tree_banana_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_banana_01_trunk|Banana 01 Trunk|||lib_ecology_tree_banana_01_trunk_top.png,lib_ecology_tree_banana_01_trunk_top.png,lib_ecology_tree_banana_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_banana_01_trunk_allface_side|Banana 01 Block Side|||lib_ecology_tree_banana_01_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_banana_01_trunk_allface_top|Banana 01 Block Top|||lib_ecology_tree_banana_01_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_banana_01_wood|Banana 01 Wood|||lib_ecology_tree_banana_01_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_baobab_leaves|Baobab Leaves|||lib_ecology_tree_baobab_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_baobab_sapling|Baobab Sapling|||lib_ecology_tree_baobab_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_baobab_trunk|Baobab Trunk|||lib_ecology_tree_baobab_trunk_top.png,lib_ecology_tree_baobab_trunk_top.png,lib_ecology_tree_baobab_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_baobab_trunk_allface_side|Baobab Block Side|||lib_ecology_tree_baobab_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_baobab_trunk_allface_top|Baobab Block Top|||lib_ecology_tree_baobab_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_baobab_wood|Baobab Wood|||lib_ecology_tree_baobab_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_beech_leaves|Beech Leaves|||lib_ecology_tree_beech_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_beech_sapling|Beech Sapling|||lib_ecology_tree_beech_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_beech_southern_leaves|Southern Beech Leaves|||lib_ecology_tree_beech_southern_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_beech_southern_sapling|Southern Beech Sapling|||lib_ecology_tree_beech_southern_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_beech_southern_trunk|Southern Beech Trunk|||lib_ecology_tree_beech_southern_trunk_top.png,lib_ecology_tree_beech_southern_trunk_top.png,lib_ecology_tree_beech_southern_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_beech_southern_trunk_allface_side|Southern Beech Block Side|||lib_ecology_tree_beech_southern_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_beech_southern_trunk_allface_top|Southern Beech Block Top|||lib_ecology_tree_beech_southern_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_beech_southern_wood|Southern Beech Wood|||lib_ecology_tree_beech_southern_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_beech_trunk|Beech Trunk|||lib_ecology_tree_beech_trunk_top.png,lib_ecology_tree_beech_trunk_top.png,lib_ecology_tree_beech_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_beech_trunk_allface_side|Beech Block Side|||lib_ecology_tree_beech_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_beech_trunk_allface_top|Beech Block Top|||lib_ecology_tree_beech_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_beech_wood|Beech Wood|||lib_ecology_tree_beech_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_birch_01_leaves|Birch 01 Leaves|||lib_ecology_tree_birch_01_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_birch_01_sapling|Birch 01 Sapling|||lib_ecology_tree_birch_01_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_birch_01_trunk|Birch 01 Trunk|||lib_ecology_tree_birch_01_trunk_top.png,lib_ecology_tree_birch_01_trunk_top.png,lib_ecology_tree_birch_01_trunk.png|||||||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||||||||||||||||||
tree_birch_01_trunk_allface_side|Birch 01 Block Side|||lib_ecology_tree_birch_01_trunk.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_birch_01_trunk_allface_top|Birch 01 Block Top|||lib_ecology_tree_birch_01_trunk_top.png||||allfaces_optional|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,oddly_breakable_by_hand 1,flammable 2,tree 1|||wood|||||||||||||||||||
tree_birch_01_wood|Birch 01 Wood|||lib_ecology_tree_birch_01_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_birch_02_leaves|Birch 02 Leaves|||lib_ecology_tree_birch_02_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
tree_birch_02_sapling|Birch 02 Sapling|||lib_ecology_tree_birch_02_sapling.png||||plantlike|||light||||FALSE||||FALSE|TRUE|1||TRUE||||||||snappy 2,dig_immediate 3,flammable 2,attached_node 1,sapling 1,lib_ecology_sapling 1|||leaves|||||||||||||||||||
tree_birch_02_trunk|Birch 02 Trunk|||lib_ecology_tree_cedar_leaves.png,lib_ecology_tree_cedar_leaves.png,lib_ecology_tree_birch_02_wood.png||||nodebox|||light|facedir|||TRUE|||||||||||FALSE|||||choppy 1,flammable 2,tree 1,lib_ecology_tree 1|||wood|||-0.25,-0.5,-0.25,0.25,0.5,0.25|-0.25,-0.5,-0.25,0.25,0.5,0.25|||||||||||||||
tree_birch_02_wood|Birch 02 Wood|||lib_ecology_tree_birch_02_wood.png||||||||facedir|0|||||||||||||FALSE|||||choppy 2,oddly_breakable_by_hand 2,flammable 2,wood 1|||wood|||||||||||||||||||
tree_cedar_leaves|Cedar Leaves|||lib_ecology_tree_cedar_leaves.png||||allfaces_optional|||light|facedir|||FALSE||||||1|||||FALSE|||||snappy 3,leafdecay 3,flammable 2,leaves 1,lib_ecology_leaves 1|1||leaves|||||||||||||||||||
